timestamp,machine_id,temperature,vibration,status
2025-06-18 14:26:52.607231,1,84.50257225725227,1.3117097563852893,Running
2025-06-18 14:31:52.607231,1,71.69535753548087,1.5077839086127813,Idle
2025-06-18 14:36:52.607231,1,64.49901917952913,1.7457010239605149,Fault
2025-06-18 14:41:52.607231,1,71.85401538011237,1.8341287135350453,Running
2025-06-18 14:46:52.607231,1,79.13409088251812,1.379449019600251,Idle
2025-06-18 14:51:52.607231,1,72.92766757120624,2.2853187764528293,Running
2025-06-18 14:56:52.607231,1,79.26467361196227,1.5266463268993034,Running
2025-06-18 15:01:52.607231,1,68.59963773096348,1.277673808394665,Idle
2025-06-18 15:06:52.607231,1,72.15743657743101,1.671119131984363,Running
2025-06-18 15:11:52.607231,1,65.82347000869355,1.7136447694182837,Running
2025-06-18 15:16:52.607231,1,69.94422529470984,1.3599633495477457,Idle
2025-06-18 15:21:52.607231,1,73.25870197668242,1.6500000496909328,Running
2025-06-18 15:26:52.607231,1,79.48713543739453,1.5731714905839596,Idle
2025-06-18 15:31:52.607231,1,63.92514378509124,1.3418422939852872,Running
2025-06-18 15:36:52.607231,1,69.62237391971654,1.844845936676986,Running
2025-06-18 15:41:52.607231,1,63.77291699301299,1.7140869464442263,Fault
2025-06-18 15:46:52.607231,1,77.8744938594543,1.3538009575208343,Running
2025-06-18 15:51:52.607231,1,69.42434663105696,1.8069225913477713,Running
2025-06-18 15:56:52.607231,1,73.9999292109152,2.0860810085498698,Running
2025-06-18 16:01:52.607231,1,75.7512021813223,0.8118181593224094,Running
2025-06-18 16:06:52.607231,1,63.4268779243902,1.6892140355479113,Running
2025-06-18 16:11:52.607231,1,66.46628008230364,1.3366033113629612,Running
2025-06-18 16:16:52.607231,1,72.72376793467775,1.451452055515598,Idle
2025-06-18 16:21:52.607231,1,70.19320416424674,1.7411264261670771,Running
2025-06-18 16:26:52.607231,1,67.33784477824815,1.0840558219430436,Running
2025-06-18 16:31:52.607231,1,73.88132941038273,1.5574077533359794,Idle
2025-06-18 16:36:52.607231,1,66.28778105797467,1.4514676295646263,Running
2025-06-18 16:41:52.607231,1,77.07375447353729,2.494370229291908,Running
2025-06-18 16:46:52.607231,1,68.84895190926943,1.2384730590574549,Fault
